km,bed,stage_fit,A,W_top,W_eq,hma,W_top_5,W_top_10,W_top_20
196.2,185.0,10.5,2384,384,227,0,176,384,896
196.3,185.0,10.5,2235,376,213,0,144,376,880
196.4,185.0,10.5,2671,408,254,0,184,408,888
196.5,184.7,10.5,2645,416,252,0,184,416,896
196.6,184.5,10.5,2556,416,243,0,184,408,888
196.7,184.5,10.5,2324,376,221,0,168,368,880
196.8,184.5,10.5,2233,344,213,0,160,344,944
196.9,184.5,10.5,2161,312,206,0,160,304,944
197.0,184.2,10.5,2362,312,225,0,208,304,992
197.1,184.0,10.5,2552,296,243,0,240,288,952
197.2,184.0,10.5,3252,448,310,0,280,448,752
197.3,184.0,10.5,3181,360,303,0,296,352,560
197.4,184.0,10.5,2471,264,235,0,240,256,480
197.5,183.5,10.5,1813,216,173,0,184,216,384
197.6,183.5,10.5,1748,208,166,0,168,208,352
197.7,183.5,10.5,1789,208,170,0,176,208,264
197.8,183.5,10.5,1844,216,176,0,184,208,368
197.9,183.5,10.5,1773,208,169,0,168,200,328
198.0,183.0,10.5,1712,200,163,0,160,192,456
198.1,183.0,10.5,1878,208,179,0,176,200,336
198.2,183.0,10.5,1985,224,189,0,192,224,480
198.3,183.0,10.5,2220,248,211,0,216,240,512
198.4,182.5,10.5,2227,280,212,0,216,264,520
198.5,182.5,10.5,2270,248,216,0,216,248,512
198.6,182.5,10.5,1869,208,178,0,184,200,440
198.7,182.5,10.5,1617,176,154,0,160,176,384
198.8,182.5,10.5,1491,168,142,0,144,168,392
198.9,182.0,10.5,1578,184,150,0,152,184,376
199.0,182.0,10.5,1592,200,152,0,168,200,368
199.1,182.0,10.5,1688,216,161,0,168,208,360
199.2,182.0,10.5,1976,248,188,0,192,240,368
199.3,182.0,10.5,1867,232,178,0,184,232,344
