run,km,model,fit,p10,p90,n_points,inside,scored
"v10b pass (160 Mm3, 4% water)",0.9,336.37,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.0,336.62,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.1,336.87,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.2,337.12,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.3,320.83,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.4,304.53,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.5,288.24,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.6,271.95,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.7,264.49,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.8,257.04,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",1.9,249.59,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",2.0,242.14,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",2.1,239.96,237.90,128.20,363.60,5,1,1
"v10b pass (160 Mm3, 4% water)",11.3,226.12,138.80,88.40,164.90,6,0,1
"v10b pass (160 Mm3, 4% water)",11.4,224.90,138.80,100.50,179.40,8,0,1
"v10b pass (160 Mm3, 4% water)",11.5,223.68,138.80,79.80,179.40,10,0,1
"v10b pass (160 Mm3, 4% water)",11.6,222.46,138.80,66.90,196.50,12,0,1
"v10b pass (160 Mm3, 4% water)",11.7,220.40,138.80,65.70,194.40,14,0,1
"v10b pass (160 Mm3, 4% water)",11.8,218.33,138.80,66.00,191.50,16,0,1
"v10b pass (160 Mm3, 4% water)",11.9,216.27,142.00,66.20,190.00,17,0,1
"v10b pass (160 Mm3, 4% water)",12.0,214.21,148.70,66.40,188.60,18,0,1
"v10b pass (160 Mm3, 4% water)",12.1,212.54,142.00,66.50,187.10,19,0,1
"v10b pass (160 Mm3, 4% water)",12.2,210.87,148.70,66.70,185.70,20,0,1
"v10b pass (160 Mm3, 4% water)",12.3,209.20,145.40,68.20,183.60,22,0,1
"v10b pass (160 Mm3, 4% water)",12.4,207.53,145.40,71.00,182.30,24,0,1
"v10b pass (160 Mm3, 4% water)",12.5,207.63,145.40,73.70,181.10,26,0,1
"v10b pass (160 Mm3, 4% water)",12.6,207.74,145.40,76.50,179.90,28,0,1
"v10b pass (160 Mm3, 4% water)",12.7,207.84,152.10,79.20,178.60,30,0,1
"v10b pass (160 Mm3, 4% water)",12.8,207.94,149.00,80.60,178.00,31,0,1
"v10b pass (160 Mm3, 4% water)",12.9,209.43,148.90,80.70,177.90,32,0,1
"v10b pass (160 Mm3, 4% water)",13.0,210.91,148.80,80.90,177.80,33,0,1
"v10b pass (160 Mm3, 4% water)",13.1,212.40,145.40,80.70,177.90,32,0,1
"v10b pass (160 Mm3, 4% water)",13.2,213.88,149.00,82.20,181.40,31,0,1
"v10b pass (160 Mm3, 4% water)",13.3,216.12,148.80,80.90,180.70,33,0,1
"v10b pass (160 Mm3, 4% water)",13.4,218.36,148.80,80.90,180.70,33,0,1
"v10b pass (160 Mm3, 4% water)",13.5,220.59,137.70,80.90,177.80,33,0,1
"v10b pass (160 Mm3, 4% water)",13.6,222.83,136.40,85.40,177.20,30,0,1
"v10b pass (160 Mm3, 4% water)",13.7,224.44,137.40,91.90,176.10,29,0,1
"v10b pass (160 Mm3, 4% water)",13.8,226.04,136.20,91.00,175.90,30,0,1
"v10b pass (160 Mm3, 4% water)",13.9,227.65,137.40,90.50,176.10,29,0,1
"v10b pass (160 Mm3, 4% water)",14.0,229.26,135.10,90.50,176.10,29,0,1
"v10b pass (160 Mm3, 4% water)",14.1,230.54,135.00,89.90,176.20,28,0,1
"v10b pass (160 Mm3, 4% water)",14.2,231.82,135.10,90.50,176.10,29,0,1
"v10b pass (160 Mm3, 4% water)",14.3,233.10,137.40,91.60,175.80,31,0,1
"v10b pass (160 Mm3, 4% water)",14.4,234.38,140.10,93.40,177.10,31,0,1
"v10b pass (160 Mm3, 4% water)",14.5,235.12,138.70,97.00,176.10,30,0,1
"v10b pass (160 Mm3, 4% water)",14.6,235.86,138.70,95.80,172.60,28,0,1
"v10b pass (160 Mm3, 4% water)",14.7,236.60,136.10,95.80,171.70,28,0,1
"v10b pass (160 Mm3, 4% water)",14.8,237.34,134.90,96.40,170.70,29,0,1
"v10b pass (160 Mm3, 4% water)",14.9,238.14,134.90,96.40,170.70,29,0,1
"v10b pass (160 Mm3, 4% water)",15.0,238.95,134.90,96.40,170.70,29,0,1
"v10b pass (160 Mm3, 4% water)",15.1,239.75,134.50,90.00,171.70,28,0,1
"v10b pass (160 Mm3, 4% water)",15.2,240.55,133.30,90.00,168.40,28,0,1
"v10b pass (160 Mm3, 4% water)",15.3,241.96,131.80,91.10,168.30,30,0,1
"v10b pass (160 Mm3, 4% water)",15.4,243.37,132.50,96.40,168.40,29,0,1
"v10b pass (160 Mm3, 4% water)",15.5,244.78,133.30,101.90,168.40,28,0,1
"v10b pass (160 Mm3, 4% water)",15.6,246.18,134.20,103.70,168.60,25,0,1
"v10b pass (160 Mm3, 4% water)",15.7,249.39,133.30,103.30,168.60,24,0,1
"v10b pass (160 Mm3, 4% water)",15.8,252.59,133.30,103.30,168.60,24,0,1
"v10b pass (160 Mm3, 4% water)",15.9,255.79,134.20,108.40,168.70,23,0,1
"v10b pass (160 Mm3, 4% water)",16.0,259.00,134.20,108.40,166.10,23,0,1
"v10b pass (160 Mm3, 4% water)",16.1,261.59,134.20,105.90,168.30,21,0,1
"v10b pass (160 Mm3, 4% water)",16.2,264.18,133.30,107.10,167.20,22,0,1
"v10b pass (160 Mm3, 4% water)",16.3,266.77,131.10,105.90,157.30,21,0,1
"v10b pass (160 Mm3, 4% water)",16.4,269.37,127.80,104.80,154.50,18,0,1
"v10b pass (160 Mm3, 4% water)",16.5,270.18,130.80,105.10,154.50,19,0,1
"v10b pass (160 Mm3, 4% water)",16.6,271.00,122.90,103.20,148.40,18,0,1
"v10b pass (160 Mm3, 4% water)",16.7,271.82,121.80,103.50,146.70,20,0,1
"v10b pass (160 Mm3, 4% water)",16.8,272.63,121.40,103.50,145.60,20,0,1
"v10b pass (160 Mm3, 4% water)",16.9,273.02,117.50,103.10,140.60,20,0,1
"v10b pass (160 Mm3, 4% water)",17.0,273.41,116.40,102.30,139.70,22,0,1
"v10b pass (160 Mm3, 4% water)",17.1,273.80,116.40,97.60,144.40,23,0,1
"v10b pass (160 Mm3, 4% water)",17.2,274.19,116.40,102.40,144.40,23,0,1
"v10b pass (160 Mm3, 4% water)",17.3,274.56,116.40,102.30,145.00,22,0,1
"v10b pass (160 Mm3, 4% water)",17.4,274.93,117.50,102.50,155.60,20,0,1
"v10b pass (160 Mm3, 4% water)",17.5,275.30,118.50,103.20,154.90,21,0,1
"v10b pass (160 Mm3, 4% water)",17.6,275.67,118.10,102.50,155.60,20,0,1
"v10b pass (160 Mm3, 4% water)",17.7,276.55,119.80,103.20,154.90,21,0,1
"v10b pass (160 Mm3, 4% water)",17.8,277.42,120.90,103.20,154.10,22,0,1
"v10b pass (160 Mm3, 4% water)",17.9,278.30,120.90,103.20,154.10,22,0,1
"v10b pass (160 Mm3, 4% water)",18.0,279.17,121.90,103.30,153.20,23,0,1
"v10b pass (160 Mm3, 4% water)",18.1,281.06,121.90,103.30,160.40,23,0,1
"v10b pass (160 Mm3, 4% water)",18.2,282.96,123.30,103.30,162.00,24,0,1
"v10b pass (160 Mm3, 4% water)",18.3,284.85,120.90,103.30,162.00,24,0,1
"v10b pass (160 Mm3, 4% water)",18.4,286.74,121.90,103.30,162.10,23,0,1
"v10b pass (160 Mm3, 4% water)",18.5,288.57,124.00,103.30,162.00,24,0,1
"v10b pass (160 Mm3, 4% water)",18.6,290.39,126.20,103.40,166.20,25,0,1
"v10b pass (160 Mm3, 4% water)",18.7,292.21,133.20,103.40,173.00,25,0,1
"v10b pass (160 Mm3, 4% water)",18.8,294.04,136.50,103.30,178.00,25,0,1
"v10b pass (160 Mm3, 4% water)",18.9,295.21,141.00,106.10,181.00,23,0,1
"v10b pass (160 Mm3, 4% water)",19.0,296.38,143.00,107.30,180.70,24,0,1
"v10b pass (160 Mm3, 4% water)",19.1,297.56,145.00,117.00,181.00,23,0,1
"v10b pass (160 Mm3, 4% water)",19.2,298.73,146.50,119.70,181.60,21,0,1
"v10b pass (160 Mm3, 4% water)",19.3,299.12,146.50,119.70,181.60,21,0,1
"v10b pass (160 Mm3, 4% water)",19.4,299.51,149.00,120.40,183.50,22,0,1
"v10b pass (160 Mm3, 4% water)",19.5,299.90,151.40,121.00,183.30,23,0,1
"v10b pass (160 Mm3, 4% water)",19.6,300.30,164.00,121.70,186.10,24,0,1
"v10b pass (160 Mm3, 4% water)",19.7,298.59,163.20,120.70,185.80,25,0,1
"v10b pass (160 Mm3, 4% water)",19.8,296.89,151.40,111.20,185.10,27,0,1
"v10b pass (160 Mm3, 4% water)",19.9,295.18,151.40,101.80,185.10,27,0,1
"v10b pass (160 Mm3, 4% water)",20.0,293.48,151.40,101.80,185.10,27,0,1
"v10b pass (160 Mm3, 4% water)",20.1,301.22,157.30,101.40,185.50,26,0,1
"v10b pass (160 Mm3, 4% water)",20.2,308.96,148.20,100.50,186.10,24,0,1
"v10b pass (160 Mm3, 4% water)",20.3,316.69,142.80,95.30,185.50,26,0,1
"v10b pass (160 Mm3, 4% water)",20.4,324.43,140.50,94.60,185.80,25,0,1
"v10b pass (160 Mm3, 4% water)",20.5,334.41,140.50,94.60,185.80,25,0,1
"v10b pass (160 Mm3, 4% water)",20.6,344.38,145.90,93.90,186.10,24,0,1
"v10b pass (160 Mm3, 4% water)",20.7,354.35,136.50,91.10,188.60,20,0,1
"v10b pass (160 Mm3, 4% water)",20.8,364.33,136.50,91.10,188.60,20,0,1
"v10b pass (160 Mm3, 4% water)",20.9,372.92,136.50,88.10,181.50,16,0,1
"v10b pass (160 Mm3, 4% water)",21.0,381.51,136.50,88.10,181.50,16,0,1
"v10b pass (160 Mm3, 4% water)",21.1,390.11,132.50,87.30,182.60,15,0,1
"v10b pass (160 Mm3, 4% water)",21.2,398.70,122.20,85.80,184.90,13,0,1
"v10b pass (160 Mm3, 4% water)",21.3,406.70,122.20,85.80,184.90,13,0,1
"v10b pass (160 Mm3, 4% water)",21.4,414.69,120.20,84.30,175.80,11,0,1
"v10b pass (160 Mm3, 4% water)",21.5,422.69,120.20,84.30,175.80,11,0,1
"v10b pass (160 Mm3, 4% water)",21.6,430.69,109.70,83.80,177.00,10,0,1
"v10b pass (160 Mm3, 4% water)",21.7,437.24,95.30,81.80,109.70,6,0,1
"v10b pass (160 Mm3, 4% water)",21.8,443.79,95.30,81.80,109.70,6,0,1
"v10b pass (160 Mm3, 4% water)",22.1,400.44,98.00,81.40,111.60,5,0,1
"v10b pass (160 Mm3, 4% water)",22.2,343.98,95.00,76.90,109.40,6,0,1
"v10b pass (160 Mm3, 4% water)",22.3,287.53,91.90,77.40,107.30,7,0,1
"v10b pass (160 Mm3, 4% water)",22.6,166.85,79.40,71.30,91.70,5,0,1
"v10b pass (160 Mm3, 4% water)",22.7,134.74,80.80,71.80,95.80,6,0,1
"v10b pass (160 Mm3, 4% water)",22.8,102.63,82.20,72.30,109.70,7,1,1
"v10b pass (160 Mm3, 4% water)",22.9,96.58,82.20,72.30,109.70,7,1,1
"v10b pass (160 Mm3, 4% water)",23.0,90.53,87.90,72.80,110.90,8,1,1
"v10b pass (160 Mm3, 4% water)",23.1,84.48,87.90,72.80,110.90,8,1,1
"v10b pass (160 Mm3, 4% water)",23.2,78.43,87.90,72.80,110.90,8,1,1
"v10b pass (160 Mm3, 4% water)",23.3,80.72,93.70,73.30,133.70,9,1,1
"v10b pass (160 Mm3, 4% water)",23.4,83.00,92.10,73.80,130.50,10,1,1
"v10b pass (160 Mm3, 4% water)",23.5,85.29,93.70,74.40,127.20,11,1,1
"v10b pass (160 Mm3, 4% water)",23.6,87.58,93.70,74.40,127.20,11,1,1
"v10b pass (160 Mm3, 4% water)",23.7,88.72,92.10,69.70,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",23.8,89.87,90.60,66.80,122.60,13,1,1
"v10b pass (160 Mm3, 4% water)",23.9,91.02,92.10,66.50,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",24.0,92.17,92.10,66.50,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",24.1,92.94,92.10,66.50,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",24.2,93.72,90.60,58.30,127.20,11,1,1
"v10b pass (160 Mm3, 4% water)",24.3,94.49,90.60,58.30,127.20,11,1,1
"v10b pass (160 Mm3, 4% water)",24.4,95.27,90.60,58.30,127.20,11,1,1
"v10b pass (160 Mm3, 4% water)",24.5,95.11,85.30,59.00,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",24.6,94.94,85.30,59.00,124.90,12,1,1
"v10b pass (160 Mm3, 4% water)",24.7,94.78,85.30,57.70,130.50,10,1,1
"v10b pass (160 Mm3, 4% water)",24.8,94.61,85.30,57.70,130.50,10,1,1
"v10b pass (160 Mm3, 4% water)",24.9,94.35,80.00,57.10,115.10,9,1,1
"v10b pass (160 Mm3, 4% water)",25.0,94.10,80.00,57.10,115.10,9,1,1
"v10b pass (160 Mm3, 4% water)",25.1,93.84,80.00,57.10,111.40,9,1,1
"v10b pass (160 Mm3, 4% water)",25.2,93.58,80.00,57.10,111.40,9,1,1
"v10b pass (160 Mm3, 4% water)",25.3,93.20,77.80,57.70,105.40,10,1,1
"v10b pass (160 Mm3, 4% water)",25.4,92.82,71.00,57.70,100.10,10,1,1
"v10b pass (160 Mm3, 4% water)",25.5,92.44,71.00,58.80,105.60,12,1,1
"v10b pass (160 Mm3, 4% water)",25.6,92.06,71.00,58.80,104.80,12,1,1
"v10b pass (160 Mm3, 4% water)",25.7,91.61,75.50,58.30,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",25.8,91.17,75.50,58.30,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",25.9,90.72,75.50,58.30,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",26.0,90.28,74.10,58.80,104.80,12,1,1
"v10b pass (160 Mm3, 4% water)",26.1,89.70,74.10,58.80,104.80,12,1,1
"v10b pass (160 Mm3, 4% water)",26.2,89.12,75.50,63.60,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",26.3,88.54,75.50,63.60,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",26.4,87.97,76.30,62.10,107.00,10,1,1
"v10b pass (160 Mm3, 4% water)",26.5,87.77,80.00,63.60,106.30,11,1,1
"v10b pass (160 Mm3, 4% water)",26.6,87.57,78.40,63.80,105.90,12,1,1
"v10b pass (160 Mm3, 4% water)",26.7,87.37,78.40,63.80,105.90,12,1,1
"v10b pass (160 Mm3, 4% water)",26.8,87.17,80.40,64.00,105.70,13,1,1
"v10b pass (160 Mm3, 4% water)",26.9,87.14,84.50,64.40,105.00,15,1,1
"v10b pass (160 Mm3, 4% water)",27.0,87.11,82.50,64.60,104.70,16,1,1
"v10b pass (160 Mm3, 4% water)",27.1,87.08,84.60,65.00,104.10,18,1,1
"v10b pass (160 Mm3, 4% water)",27.2,87.05,84.60,65.00,104.10,18,1,1
"v10b pass (160 Mm3, 4% water)",27.3,87.38,84.60,65.40,103.50,20,1,1
"v10b pass (160 Mm3, 4% water)",27.4,87.71,85.60,69.90,102.90,18,1,1
"v10b pass (160 Mm3, 4% water)",27.5,88.04,84.70,63.40,102.80,19,1,1
"v10b pass (160 Mm3, 4% water)",27.6,88.37,84.70,68.60,102.10,17,1,1
"v10b pass (160 Mm3, 4% water)",27.7,88.82,85.60,67.60,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",27.8,89.26,84.70,66.70,102.10,17,1,1
"v10b pass (160 Mm3, 4% water)",27.9,89.71,85.60,71.10,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.0,90.15,84.70,68.70,102.10,17,1,1
"v10b pass (160 Mm3, 4% water)",28.1,90.21,85.60,68.50,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.2,90.26,85.60,68.50,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.3,90.32,85.60,68.50,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.4,90.37,85.60,68.50,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.5,90.39,85.60,68.50,102.20,16,1,1
"v10b pass (160 Mm3, 4% water)",28.6,90.41,86.50,68.30,102.30,15,1,1
"v10b pass (160 Mm3, 4% water)",28.7,90.43,86.50,67.90,101.00,13,1,1
"v10b pass (160 Mm3, 4% water)",28.8,90.45,86.50,67.90,101.00,13,1,1
"v10b pass (160 Mm3, 4% water)",28.9,90.47,84.20,67.00,98.60,10,1,1
"v10b pass (160 Mm3, 4% water)",29.0,90.50,84.20,67.00,98.60,10,1,1
"v10b pass (160 Mm3, 4% water)",29.1,90.52,90.30,66.50,98.90,9,1,1
"v10b pass (160 Mm3, 4% water)",29.2,90.54,73.30,65.00,96.00,6,1,1
"v10b pass (160 Mm3, 4% water)",29.3,90.55,73.30,65.00,96.00,6,1,1
"v10b pass (160 Mm3, 4% water)",29.9,90.43,66.60,61.20,67.40,5,0,1
"v10b pass (160 Mm3, 4% water)",30.0,90.38,67.00,61.80,70.00,6,0,1
"v10b pass (160 Mm3, 4% water)",30.1,90.45,65.70,58.00,69.90,6,0,1
"v10b pass (160 Mm3, 4% water)",30.2,90.53,64.70,58.10,69.40,7,0,1
"v10b pass (160 Mm3, 4% water)",30.3,90.60,64.60,58.30,68.90,8,0,1
"v10b pass (160 Mm3, 4% water)",30.4,90.68,64.40,58.50,68.40,9,0,1
"v10b pass (160 Mm3, 4% water)",30.5,90.83,64.00,56.70,67.80,10,0,1
"v10b pass (160 Mm3, 4% water)",30.6,90.98,64.40,57.00,72.50,11,0,1
"v10b pass (160 Mm3, 4% water)",30.7,91.14,63.60,53.70,71.50,13,0,1
"v10b pass (160 Mm3, 4% water)",30.8,91.29,63.00,54.10,70.40,15,0,1
"v10b pass (160 Mm3, 4% water)",30.9,90.89,59.90,54.60,69.40,17,0,1
"v10b pass (160 Mm3, 4% water)",31.0,90.49,59.40,53.20,68.90,18,0,1
"v10b pass (160 Mm3, 4% water)",31.1,90.09,58.90,53.20,68.40,19,0,1
"v10b pass (160 Mm3, 4% water)",31.2,89.70,59.40,53.20,71.80,20,0,1
"v10b pass (160 Mm3, 4% water)",31.3,88.89,59.40,53.20,71.80,20,0,1
"v10b pass (160 Mm3, 4% water)",31.4,88.09,58.90,53.10,71.70,21,0,1
"v10b pass (160 Mm3, 4% water)",31.5,87.28,58.90,48.70,71.30,22,0,1
"v10b pass (160 Mm3, 4% water)",31.6,86.48,58.80,48.20,70.80,23,0,1
"v10b pass (160 Mm3, 4% water)",31.7,85.64,58.70,48.20,70.40,24,0,1
"v10b pass (160 Mm3, 4% water)",31.8,84.81,58.40,48.20,69.50,26,0,1
"v10b pass (160 Mm3, 4% water)",31.9,83.97,57.40,48.20,69.90,25,0,1
"v10b pass (160 Mm3, 4% water)",32.0,83.14,57.40,48.20,69.00,27,0,1
"v10b pass (160 Mm3, 4% water)",32.1,82.52,57.90,48.20,67.30,28,0,1
"v10b pass (160 Mm3, 4% water)",32.2,81.90,58.30,48.20,67.80,27,0,1
"v10b pass (160 Mm3, 4% water)",32.3,81.27,58.40,48.20,73.00,28,0,1
"v10b pass (160 Mm3, 4% water)",32.4,80.65,58.40,48.20,72.10,30,0,1
"v10b pass (160 Mm3, 4% water)",32.5,80.10,58.40,48.20,72.10,30,0,1
"v10b pass (160 Mm3, 4% water)",32.6,79.54,58.80,48.20,76.10,31,0,1
"v10b pass (160 Mm3, 4% water)",32.7,78.99,59.30,48.20,76.60,30,0,1
"v10b pass (160 Mm3, 4% water)",32.8,78.43,60.90,48.20,81.50,30,1,1
"v10b pass (160 Mm3, 4% water)",32.9,78.07,60.90,48.30,80.70,32,1,1
"v10b pass (160 Mm3, 4% water)",33.0,77.70,62.60,48.30,80.70,32,1,1
"v10b pass (160 Mm3, 4% water)",33.1,77.33,63.20,48.90,81.20,31,1,1
"v10b pass (160 Mm3, 4% water)",33.2,76.97,64.60,48.90,81.00,32,1,1
"v10b pass (160 Mm3, 4% water)",33.3,76.79,64.60,48.90,84.30,32,1,1
"v10b pass (160 Mm3, 4% water)",33.4,76.61,64.70,49.00,84.00,33,1,1
"v10b pass (160 Mm3, 4% water)",33.5,76.43,65.90,49.50,84.30,32,1,1
"v10b pass (160 Mm3, 4% water)",33.6,76.25,67.10,51.80,84.30,32,1,1
"v10b pass (160 Mm3, 4% water)",33.7,75.87,67.30,56.30,86.80,32,1,1
"v10b pass (160 Mm3, 4% water)",33.8,75.48,68.10,55.60,87.10,30,1,1
"v10b pass (160 Mm3, 4% water)",33.9,75.10,68.60,56.30,87.00,31,1,1
"v10b pass (160 Mm3, 4% water)",34.0,74.71,69.40,57.20,87.10,30,1,1
"v10b pass (160 Mm3, 4% water)",34.1,74.44,70.30,58.50,87.10,29,1,1
"v10b pass (160 Mm3, 4% water)",34.2,74.16,71.60,58.30,87.20,28,1,1
"v10b pass (160 Mm3, 4% water)",34.3,73.89,71.70,58.20,85.60,27,1,1
"v10b pass (160 Mm3, 4% water)",34.4,73.62,71.70,58.50,85.80,29,1,1
"v10b pass (160 Mm3, 4% water)",34.5,73.34,72.20,59.20,86.10,27,1,1
"v10b pass (160 Mm3, 4% water)",34.6,73.05,72.60,60.30,85.90,28,1,1
"v10b pass (160 Mm3, 4% water)",34.7,72.77,72.20,60.10,85.00,27,1,1
"v10b pass (160 Mm3, 4% water)",34.8,72.49,71.30,59.40,84.00,24,1,1
"v10b pass (160 Mm3, 4% water)",34.9,71.93,70.90,59.60,83.50,25,1,1
"v10b pass (160 Mm3, 4% water)",35.0,71.36,71.00,61.30,84.00,24,1,1
"v10b pass (160 Mm3, 4% water)",35.1,70.79,70.00,62.00,84.00,24,1,1
"v10b pass (160 Mm3, 4% water)",35.2,70.22,70.00,59.70,83.10,26,1,1
"v10b pass (160 Mm3, 4% water)",35.3,69.76,69.70,58.90,80.60,23,1,1
"v10b pass (160 Mm3, 4% water)",35.4,69.29,69.70,58.90,80.60,23,1,1
"v10b pass (160 Mm3, 4% water)",35.5,68.83,68.60,58.70,80.30,22,1,1
"v10b pass (160 Mm3, 4% water)",35.6,68.36,68.60,58.70,80.30,22,1,1
"v10b pass (160 Mm3, 4% water)",35.7,68.10,67.50,58.00,78.50,23,1,1
"v10b pass (160 Mm3, 4% water)",35.8,67.83,69.70,58.40,78.50,21,1,1
"v10b pass (160 Mm3, 4% water)",35.9,67.56,70.00,58.70,78.20,22,1,1
"v10b pass (160 Mm3, 4% water)",36.0,67.29,70.30,58.70,78.20,22,1,1
"v10b pass (160 Mm3, 4% water)",36.1,67.60,70.90,60.90,78.50,21,1,1
"v10b pass (160 Mm3, 4% water)",36.2,67.91,71.30,64.00,78.50,20,1,1
"v10b pass (160 Mm3, 4% water)",36.3,68.22,70.30,62.80,76.80,18,1,1
"v10b pass (160 Mm3, 4% water)",36.4,68.53,69.70,63.40,76.50,19,1,1
"v10b pass (160 Mm3, 4% water)",36.5,69.91,70.90,63.40,79.10,19,1,1
"v10b pass (160 Mm3, 4% water)",36.6,71.29,71.80,64.00,80.50,20,1,1
"v10b pass (160 Mm3, 4% water)",36.7,72.67,71.80,63.40,80.50,20,1,1
"v10b pass (160 Mm3, 4% water)",36.8,74.05,71.80,62.30,80.70,18,1,1
"v10b pass (160 Mm3, 4% water)",36.9,75.88,70.90,58.30,80.60,19,1,1
"v10b pass (160 Mm3, 4% water)",37.0,77.72,71.80,58.30,80.70,18,1,1
"v10b pass (160 Mm3, 4% water)",37.1,79.55,71.80,58.30,80.70,18,1,1
"v10b pass (160 Mm3, 4% water)",37.2,81.39,72.60,58.20,80.70,17,0,1
"v10b pass (160 Mm3, 4% water)",37.3,83.13,72.60,60.30,80.90,15,0,1
"v10b pass (160 Mm3, 4% water)",37.4,84.88,72.60,60.30,80.90,15,0,1
"v10b pass (160 Mm3, 4% water)",37.5,86.63,71.80,58.40,80.80,16,0,1
"v10b pass (160 Mm3, 4% water)",37.6,88.38,71.00,58.50,80.70,17,0,1
"v10b pass (160 Mm3, 4% water)",37.7,87.99,72.60,58.70,82.60,19,0,1
"v10b pass (160 Mm3, 4% water)",37.8,87.61,73.40,55.70,84.00,17,0,1
"v10b pass (160 Mm3, 4% water)",37.9,87.22,73.40,56.50,85.80,18,0,1
"v10b pass (160 Mm3, 4% water)",38.0,86.84,73.40,55.70,86.10,17,0,1
"v10b pass (160 Mm3, 4% water)",38.1,87.31,73.40,55.70,87.10,17,0,1
"v10b pass (160 Mm3, 4% water)",38.2,87.78,71.10,57.30,86.90,19,0,1
"v10b pass (160 Mm3, 4% water)",38.3,88.25,71.00,56.50,87.00,18,0,1
"v10b pass (160 Mm3, 4% water)",38.4,88.72,71.00,57.30,86.90,19,0,1
"v10b pass (160 Mm3, 4% water)",38.5,88.15,71.00,57.30,86.90,19,0,1
"v10b pass (160 Mm3, 4% water)",38.6,87.59,70.90,56.50,85.40,18,0,1
"v10b pass (160 Mm3, 4% water)",38.7,87.02,70.80,55.70,85.60,17,0,1
"v10b pass (160 Mm3, 4% water)",38.8,86.45,70.80,54.10,85.90,15,0,1
"v10b pass (160 Mm3, 4% water)",38.9,85.42,70.90,59.90,86.10,14,1,1
"v10b pass (160 Mm3, 4% water)",39.0,84.39,70.90,59.90,86.10,14,1,1
"v10b pass (160 Mm3, 4% water)",39.1,83.35,70.90,59.90,86.10,14,1,1
"v10b pass (160 Mm3, 4% water)",39.2,82.32,70.80,59.50,86.30,13,1,1
"v10b pass (160 Mm3, 4% water)",39.3,81.96,69.60,59.20,86.40,12,1,1
"v10b pass (160 Mm3, 4% water)",39.4,81.61,69.60,59.20,86.40,12,1,1
"v10b pass (160 Mm3, 4% water)",39.5,81.25,68.00,59.50,86.30,13,1,1
"v10b pass (160 Mm3, 4% water)",39.6,80.90,69.60,62.10,86.40,12,1,1
"v10b pass (160 Mm3, 4% water)",39.7,80.41,71.10,62.20,86.60,11,1,1
"v10b pass (160 Mm3, 4% water)",39.8,79.93,69.60,65.00,85.40,8,1,1
"v10b pass (160 Mm3, 4% water)",39.9,79.44,68.00,64.60,80.70,7,1,1
"v10b pass (160 Mm3, 4% water)",40.0,78.96,68.00,64.60,80.70,7,1,1
"v10b pass (160 Mm3, 4% water)",40.1,78.31,67.50,61.40,79.70,8,1,1
"v10b pass (160 Mm3, 4% water)",40.2,77.66,67.00,61.10,73.40,7,0,1
"v10b pass (160 Mm3, 4% water)",40.3,77.01,66.20,60.60,72.90,5,0,1
"v10b pass (160 Mm3, 4% water)",41.1,70.87,62.20,28.10,65.60,5,0,1
"v10b pass (160 Mm3, 4% water)",41.2,70.31,60.90,22.80,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",41.3,69.96,60.90,22.80,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",41.4,69.62,59.50,11.70,65.10,7,0,1
"v10b pass (160 Mm3, 4% water)",41.5,69.27,59.50,11.70,65.10,7,0,1
"v10b pass (160 Mm3, 4% water)",41.6,68.93,49.00,11.00,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",41.7,68.62,49.00,11.00,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",41.8,68.31,49.00,11.00,65.40,6,0,1
